"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","FX","HB","PB","PH","SR"
"blixt_landen_paul","walker_colt","moldauer_yul","loos_riley","nedoroscik_stephen",0,1,1,68,1,"moldauer_yul, blixt_landen_paul, walker_colt, nedoroscik_stephen","moldauer_yul, nedoroscik_stephen, walker_colt, loos_riley","moldauer_yul, walker_colt, loos_riley, blixt_landen_paul","blixt_landen_paul, walker_colt, loos_riley, moldauer_yul","nedoroscik_stephen, loos_riley, walker_colt, blixt_landen_paul","blixt_landen_paul, loos_riley, moldauer_yul, walker_colt"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","loos_riley","nedoroscik_stephen",1,0,0,68,1,"loos_riley, karnes_joshua_andrew, blixt_landen_paul, nedoroscik_stephen","karnes_joshua_andrew, christopulos_taylor_troy, loos_riley, blixt_landen_paul","christopulos_taylor_troy, loos_riley, blixt_landen_paul, nedoroscik_stephen","nedoroscik_stephen, karnes_joshua_andrew, christopulos_taylor_troy, blixt_landen_paul","blixt_landen_paul, nedoroscik_stephen, karnes_joshua_andrew, loos_riley","blixt_landen_paul, nedoroscik_stephen, loos_riley, karnes_joshua_andrew"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","richard_frederick","nedoroscik_stephen",0,2,0,68,2,"nedoroscik_stephen, christopulos_taylor_troy, richard_frederick, hong_asher","richard_frederick, hong_asher, christopulos_taylor_troy, nedoroscik_stephen","hong_asher, nedoroscik_stephen, richard_frederick, christopulos_taylor_troy","nedoroscik_stephen, blixt_landen_paul, richard_frederick, christopulos_taylor_troy","christopulos_taylor_troy, blixt_landen_paul, nedoroscik_stephen, hong_asher","hong_asher, blixt_landen_paul, christopulos_taylor_troy, nedoroscik_stephen"
"blixt_landen_paul","karnes_joshua_andrew","richard_frederick","loos_riley","phillips_curran",0,2,0,68,2,"phillips_curran, karnes_joshua_andrew, richard_frederick, blixt_landen_paul","loos_riley, karnes_joshua_andrew, phillips_curran, blixt_landen_paul","karnes_joshua_andrew, blixt_landen_paul, phillips_curran, loos_riley","phillips_curran, loos_riley, blixt_landen_paul, richard_frederick","richard_frederick, phillips_curran, loos_riley, blixt_landen_paul","richard_frederick, phillips_curran, blixt_landen_paul, karnes_joshua_andrew"
"blixt_landen_paul","karnes_joshua_andrew","richard_frederick","malone_brody","phillips_curran",0,1,1,68,1,"blixt_landen_paul, malone_brody, richard_frederick, karnes_joshua_andrew","phillips_curran, blixt_landen_paul, karnes_joshua_andrew, malone_brody","phillips_curran, richard_frederick, malone_brody, blixt_landen_paul","karnes_joshua_andrew, phillips_curran, blixt_landen_paul, malone_brody","richard_frederick, karnes_joshua_andrew, phillips_curran, blixt_landen_paul","karnes_joshua_andrew, blixt_landen_paul, phillips_curran, richard_frederick"
"blixt_landen_paul","moldauer_yul","loos_riley","nedoroscik_stephen","whittenburg_donnell",0,2,0,68,2,"whittenburg_donnell, nedoroscik_stephen, loos_riley, moldauer_yul","loos_riley, nedoroscik_stephen, whittenburg_donnell, blixt_landen_paul","nedoroscik_stephen, loos_riley, moldauer_yul, whittenburg_donnell","blixt_landen_paul, nedoroscik_stephen, moldauer_yul, whittenburg_donnell","blixt_landen_paul, loos_riley, nedoroscik_stephen, moldauer_yul","nedoroscik_stephen, whittenburg_donnell, loos_riley, blixt_landen_paul"
"walker_colt","christopulos_taylor_troy","moldauer_yul","malone_brody","skirkey_ian",0,1,2,68,1,"skirkey_ian, christopulos_taylor_troy, malone_brody, moldauer_yul","skirkey_ian, malone_brody, walker_colt, christopulos_taylor_troy","christopulos_taylor_troy, skirkey_ian, walker_colt, malone_brody","christopulos_taylor_troy, moldauer_yul, malone_brody, skirkey_ian","malone_brody, skirkey_ian, walker_colt, christopulos_taylor_troy","malone_brody, christopulos_taylor_troy, walker_colt, skirkey_ian"
"walker_colt","karnes_joshua_andrew","phillips_curran","skirkey_ian","whittenburg_donnell",0,1,1,68,1,"skirkey_ian, karnes_joshua_andrew, walker_colt, whittenburg_donnell","karnes_joshua_andrew, skirkey_ian, walker_colt, phillips_curran","karnes_joshua_andrew, whittenburg_donnell, walker_colt, phillips_curran","skirkey_ian, karnes_joshua_andrew, whittenburg_donnell, walker_colt","phillips_curran, skirkey_ian, walker_colt, whittenburg_donnell","phillips_curran, skirkey_ian, walker_colt, karnes_joshua_andrew"
"walker_colt","hong_asher","moldauer_yul","richard_frederick","whittenburg_donnell",0,1,0,68,1,"walker_colt, whittenburg_donnell, hong_asher, richard_frederick","richard_frederick, whittenburg_donnell, hong_asher, walker_colt","walker_colt, hong_asher, richard_frederick, whittenburg_donnell","hong_asher, whittenburg_donnell, richard_frederick, walker_colt","whittenburg_donnell, walker_colt, hong_asher, moldauer_yul","moldauer_yul, walker_colt, hong_asher, richard_frederick"
"christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","malone_brody","whittenburg_donnell",0,1,1,68,1,"karnes_joshua_andrew, christopulos_taylor_troy, whittenburg_donnell, moldauer_yul","moldauer_yul, whittenburg_donnell, malone_brody, christopulos_taylor_troy","whittenburg_donnell, karnes_joshua_andrew, malone_brody, moldauer_yul","malone_brody, karnes_joshua_andrew, moldauer_yul, christopulos_taylor_troy","whittenburg_donnell, moldauer_yul, karnes_joshua_andrew, christopulos_taylor_troy","christopulos_taylor_troy, moldauer_yul, malone_brody, whittenburg_donnell"
"christopulos_taylor_troy","karnes_joshua_andrew","loos_riley","malone_brody","whittenburg_donnell",1,0,0,68,1,"whittenburg_donnell, christopulos_taylor_troy, loos_riley, karnes_joshua_andrew","whittenburg_donnell, christopulos_taylor_troy, loos_riley, karnes_joshua_andrew","loos_riley, christopulos_taylor_troy, karnes_joshua_andrew, whittenburg_donnell","loos_riley, karnes_joshua_andrew, malone_brody, whittenburg_donnell","christopulos_taylor_troy, loos_riley, malone_brody, karnes_joshua_andrew","malone_brody, whittenburg_donnell, loos_riley, christopulos_taylor_troy"
"christopulos_taylor_troy","karnes_joshua_andrew","phillips_curran","nedoroscik_stephen","skirkey_ian",0,2,0,68,2,"christopulos_taylor_troy, karnes_joshua_andrew, skirkey_ian, phillips_curran","nedoroscik_stephen, karnes_joshua_andrew, skirkey_ian, christopulos_taylor_troy","christopulos_taylor_troy, phillips_curran, skirkey_ian, karnes_joshua_andrew","karnes_joshua_andrew, skirkey_ian, phillips_curran, nedoroscik_stephen","karnes_joshua_andrew, skirkey_ian, christopulos_taylor_troy, nedoroscik_stephen","christopulos_taylor_troy, karnes_joshua_andrew, phillips_curran, skirkey_ian"
"christopulos_taylor_troy","hong_asher","wiskus_shane","phillips_curran","nedoroscik_stephen",1,0,0,68,1,"phillips_curran, wiskus_shane, hong_asher, nedoroscik_stephen","hong_asher, christopulos_taylor_troy, nedoroscik_stephen, phillips_curran","wiskus_shane, phillips_curran, nedoroscik_stephen, christopulos_taylor_troy","wiskus_shane, christopulos_taylor_troy, nedoroscik_stephen, hong_asher","christopulos_taylor_troy, wiskus_shane, hong_asher, nedoroscik_stephen","christopulos_taylor_troy, nedoroscik_stephen, wiskus_shane, hong_asher"
"hong_asher","moldauer_yul","phillips_curran","nedoroscik_stephen","skirkey_ian",0,1,1,68,1,"skirkey_ian, phillips_curran, nedoroscik_stephen, moldauer_yul","phillips_curran, skirkey_ian, nedoroscik_stephen, hong_asher","hong_asher, nedoroscik_stephen, skirkey_ian, moldauer_yul","skirkey_ian, hong_asher, phillips_curran, moldauer_yul","nedoroscik_stephen, skirkey_ian, hong_asher, moldauer_yul","moldauer_yul, hong_asher, skirkey_ian, nedoroscik_stephen"
"hong_asher","loos_riley","malone_brody","nedoroscik_stephen","skirkey_ian",0,1,0,68,1,"skirkey_ian, loos_riley, hong_asher, nedoroscik_stephen","nedoroscik_stephen, malone_brody, loos_riley, skirkey_ian","loos_riley, malone_brody, nedoroscik_stephen, skirkey_ian","nedoroscik_stephen, loos_riley, skirkey_ian, hong_asher","malone_brody, skirkey_ian, nedoroscik_stephen, hong_asher","loos_riley, nedoroscik_stephen, hong_asher, malone_brody"
"moldauer_yul","wiskus_shane","richard_frederick","malone_brody","nedoroscik_stephen",0,1,1,68,1,"richard_frederick, nedoroscik_stephen, moldauer_yul, wiskus_shane","nedoroscik_stephen, wiskus_shane, moldauer_yul, malone_brody","nedoroscik_stephen, moldauer_yul, richard_frederick, malone_brody","richard_frederick, malone_brody, nedoroscik_stephen, wiskus_shane","nedoroscik_stephen, malone_brody, moldauer_yul, richard_frederick","richard_frederick, malone_brody, wiskus_shane, moldauer_yul"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","karnes_joshua_andrew","nedoroscik_stephen",0,1,2,67,1,"christopulos_taylor_troy, walker_colt, karnes_joshua_andrew, nedoroscik_stephen","walker_colt, christopulos_taylor_troy, blixt_landen_paul, nedoroscik_stephen","christopulos_taylor_troy, blixt_landen_paul, nedoroscik_stephen, karnes_joshua_andrew","karnes_joshua_andrew, blixt_landen_paul, walker_colt, nedoroscik_stephen","blixt_landen_paul, nedoroscik_stephen, karnes_joshua_andrew, christopulos_taylor_troy","nedoroscik_stephen, karnes_joshua_andrew, walker_colt, blixt_landen_paul"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","moldauer_yul","nedoroscik_stephen",0,1,1,67,1,"blixt_landen_paul, walker_colt, christopulos_taylor_troy, moldauer_yul","blixt_landen_paul, walker_colt, moldauer_yul, christopulos_taylor_troy","walker_colt, christopulos_taylor_troy, blixt_landen_paul, moldauer_yul","moldauer_yul, christopulos_taylor_troy, blixt_landen_paul, walker_colt","nedoroscik_stephen, moldauer_yul, blixt_landen_paul, christopulos_taylor_troy","blixt_landen_paul, moldauer_yul, walker_colt, nedoroscik_stephen"
"blixt_landen_paul","walker_colt","karnes_joshua_andrew","hong_asher","moldauer_yul",0,1,1,67,1,"moldauer_yul, blixt_landen_paul, karnes_joshua_andrew, hong_asher","karnes_joshua_andrew, walker_colt, blixt_landen_paul, moldauer_yul","blixt_landen_paul, walker_colt, hong_asher, karnes_joshua_andrew","karnes_joshua_andrew, moldauer_yul, blixt_landen_paul, walker_colt","hong_asher, walker_colt, blixt_landen_paul, moldauer_yul","hong_asher, walker_colt, moldauer_yul, karnes_joshua_andrew"
"blixt_landen_paul","walker_colt","hong_asher","wiskus_shane","malone_brody",0,2,0,67,2,"blixt_landen_paul, walker_colt, hong_asher, malone_brody","walker_colt, hong_asher, wiskus_shane, malone_brody","walker_colt, hong_asher, wiskus_shane, malone_brody","wiskus_shane, blixt_landen_paul, malone_brody, hong_asher","walker_colt, wiskus_shane, blixt_landen_paul, hong_asher","malone_brody, hong_asher, walker_colt, blixt_landen_paul"
"blixt_landen_paul","walker_colt","loos_riley","phillips_curran","nedoroscik_stephen",1,0,0,67,1,"phillips_curran, blixt_landen_paul, walker_colt, loos_riley","phillips_curran, loos_riley, blixt_landen_paul, nedoroscik_stephen","nedoroscik_stephen, loos_riley, blixt_landen_paul, phillips_curran","phillips_curran, walker_colt, loos_riley, blixt_landen_paul","nedoroscik_stephen, loos_riley, phillips_curran, blixt_landen_paul","nedoroscik_stephen, loos_riley, walker_colt, phillips_curran"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","richard_frederick",0,1,1,67,1,"karnes_joshua_andrew, christopulos_taylor_troy, moldauer_yul, blixt_landen_paul","richard_frederick, christopulos_taylor_troy, moldauer_yul, karnes_joshua_andrew","richard_frederick, blixt_landen_paul, karnes_joshua_andrew, christopulos_taylor_troy","moldauer_yul, blixt_landen_paul, karnes_joshua_andrew, richard_frederick","karnes_joshua_andrew, christopulos_taylor_troy, blixt_landen_paul, moldauer_yul","richard_frederick, christopulos_taylor_troy, moldauer_yul, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","loos_riley","skirkey_ian",1,0,0,67,1,"blixt_landen_paul, loos_riley, skirkey_ian, christopulos_taylor_troy","christopulos_taylor_troy, blixt_landen_paul, skirkey_ian, hong_asher","skirkey_ian, blixt_landen_paul, hong_asher, loos_riley","blixt_landen_paul, christopulos_taylor_troy, hong_asher, loos_riley","hong_asher, blixt_landen_paul, loos_riley, christopulos_taylor_troy","blixt_landen_paul, loos_riley, hong_asher, skirkey_ian"
"blixt_landen_paul","christopulos_taylor_troy","moldauer_yul","richard_frederick","phillips_curran",1,0,0,67,1,"moldauer_yul, christopulos_taylor_troy, blixt_landen_paul, richard_frederick","phillips_curran, richard_frederick, blixt_landen_paul, moldauer_yul","moldauer_yul, blixt_landen_paul, phillips_curran, richard_frederick","blixt_landen_paul, christopulos_taylor_troy, richard_frederick, moldauer_yul","blixt_landen_paul, richard_frederick, moldauer_yul, phillips_curran","richard_frederick, moldauer_yul, phillips_curran, christopulos_taylor_troy"
"blixt_landen_paul","moldauer_yul","loos_riley","malone_brody","nedoroscik_stephen",1,0,0,67,1,"moldauer_yul, nedoroscik_stephen, blixt_landen_paul, malone_brody","nedoroscik_stephen, blixt_landen_paul, loos_riley, moldauer_yul","moldauer_yul, blixt_landen_paul, malone_brody, loos_riley","nedoroscik_stephen, malone_brody, moldauer_yul, blixt_landen_paul","blixt_landen_paul, moldauer_yul, nedoroscik_stephen, malone_brody","nedoroscik_stephen, malone_brody, moldauer_yul, loos_riley"
"walker_colt","christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","nedoroscik_stephen",0,0,2,67,0,"karnes_joshua_andrew, moldauer_yul, walker_colt, nedoroscik_stephen","nedoroscik_stephen, moldauer_yul, karnes_joshua_andrew, walker_colt","christopulos_taylor_troy, walker_colt, nedoroscik_stephen, karnes_joshua_andrew","christopulos_taylor_troy, moldauer_yul, walker_colt, karnes_joshua_andrew","moldauer_yul, walker_colt, karnes_joshua_andrew, christopulos_taylor_troy","moldauer_yul, nedoroscik_stephen, karnes_joshua_andrew, walker_colt"
"walker_colt","christopulos_taylor_troy","karnes_joshua_andrew","wiskus_shane","richard_frederick",0,1,1,67,1,"richard_frederick, wiskus_shane, christopulos_taylor_troy, karnes_joshua_andrew","walker_colt, karnes_joshua_andrew, christopulos_taylor_troy, wiskus_shane","karnes_joshua_andrew, richard_frederick, wiskus_shane, walker_colt","wiskus_shane, christopulos_taylor_troy, karnes_joshua_andrew, walker_colt","walker_colt, christopulos_taylor_troy, karnes_joshua_andrew, wiskus_shane","christopulos_taylor_troy, richard_frederick, karnes_joshua_andrew, walker_colt"
"walker_colt","christopulos_taylor_troy","karnes_joshua_andrew","richard_frederick","skirkey_ian",0,0,1,67,0,"karnes_joshua_andrew, walker_colt, richard_frederick, christopulos_taylor_troy","walker_colt, richard_frederick, karnes_joshua_andrew, christopulos_taylor_troy","walker_colt, karnes_joshua_andrew, christopulos_taylor_troy, skirkey_ian","walker_colt, karnes_joshua_andrew, christopulos_taylor_troy, skirkey_ian","walker_colt, christopulos_taylor_troy, skirkey_ian, karnes_joshua_andrew","richard_frederick, christopulos_taylor_troy, skirkey_ian, walker_colt"
"walker_colt","christopulos_taylor_troy","moldauer_yul","wiskus_shane","malone_brody",0,0,2,67,0,"malone_brody, wiskus_shane, christopulos_taylor_troy, moldauer_yul","wiskus_shane, malone_brody, moldauer_yul, walker_colt","moldauer_yul, malone_brody, wiskus_shane, christopulos_taylor_troy","moldauer_yul, wiskus_shane, walker_colt, malone_brody","walker_colt, christopulos_taylor_troy, wiskus_shane, moldauer_yul","walker_colt, malone_brody, wiskus_shane, christopulos_taylor_troy"
"walker_colt","karnes_joshua_andrew","hong_asher","wiskus_shane","nedoroscik_stephen",0,1,0,67,1,"wiskus_shane, karnes_joshua_andrew, nedoroscik_stephen, hong_asher","karnes_joshua_andrew, walker_colt, hong_asher, nedoroscik_stephen","walker_colt, wiskus_shane, karnes_joshua_andrew, nedoroscik_stephen","wiskus_shane, nedoroscik_stephen, karnes_joshua_andrew, walker_colt","karnes_joshua_andrew, nedoroscik_stephen, walker_colt, wiskus_shane","karnes_joshua_andrew, walker_colt, hong_asher, nedoroscik_stephen"
"walker_colt","karnes_joshua_andrew","moldauer_yul","richard_frederick","skirkey_ian",0,1,0,67,1,"walker_colt, karnes_joshua_andrew, moldauer_yul, richard_frederick","richard_frederick, karnes_joshua_andrew, moldauer_yul, walker_colt","skirkey_ian, walker_colt, karnes_joshua_andrew, richard_frederick","skirkey_ian, richard_frederick, moldauer_yul, karnes_joshua_andrew","moldauer_yul, skirkey_ian, walker_colt, richard_frederick","moldauer_yul, richard_frederick, skirkey_ian, karnes_joshua_andrew"
"walker_colt","hong_asher","wiskus_shane","richard_frederick","phillips_curran",0,1,1,67,1,"phillips_curran, wiskus_shane, walker_colt, richard_frederick","walker_colt, wiskus_shane, phillips_curran, hong_asher","richard_frederick, wiskus_shane, walker_colt, hong_asher","richard_frederick, walker_colt, wiskus_shane, phillips_curran","wiskus_shane, phillips_curran, hong_asher, richard_frederick","phillips_curran, hong_asher, richard_frederick, walker_colt"
"walker_colt","hong_asher","loos_riley","phillips_curran","whittenburg_donnell",1,0,0,67,1,"loos_riley, whittenburg_donnell, walker_colt, hong_asher","loos_riley, hong_asher, whittenburg_donnell, phillips_curran","whittenburg_donnell, hong_asher, phillips_curran, walker_colt","whittenburg_donnell, phillips_curran, hong_asher, loos_riley","hong_asher, phillips_curran, whittenburg_donnell, loos_riley","walker_colt, phillips_curran, hong_asher, loos_riley"
