"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName"
"barbosu","ana","w","ROU",2022-08-11,"2022 Senior European Championships","final","Munich, Germany","BB",8,5.3,6.566,0.3,11.566,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",1,5.6,7.933,NA,13.533,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2022-08-11,"2022 Senior European Championships","final","Munich, Germany","FX",4,5.6,8.033,NA,13.633,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",10,5.4,7.866,NA,13.266,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","UB",12,5.9,7.6,NA,13.5,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",50,4.2,8.633,0.1,12.733,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",8,5.8,7.133,NA,12.933,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",9,5.3,7.5,NA,12.8,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",19,5.3,6.733,NA,12.033,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","final","Antalya, Turkey","FX",7,5.5,7.3,NA,12.8,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",7,5.5,7.733,NA,13.233,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",11,6,7.133,NA,13.133,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",13,6.2,7.4,NA,13.6,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",8,4.6,8.8,NA,13.4,"barbosu_ana","Ana Barbosu"
"barbosu","ana","w","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",98,4.6,7.633,0.3,11.933,"barbosu_ana","Ana Barbosu"
"barros","sydney","w","PUR",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",NA,NA,0,NA,NA,"barros_sydney","Sydney Barros"
"barros","sydney","w","PUR",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",13,5.2,6.75,NA,11.95,"barros_sydney","Sydney Barros"
"barros","sydney","w","PUR",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",NA,NA,0,NA,NA,"barros_sydney","Sydney Barros"
"barros","sydney","w","PUR",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",NA,NA,0,NA,NA,"barros_sydney","Sydney Barros"
"bartolini","nicola","m","ITA",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","FX",5,5.9,8.333,NA,14.233,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",8,5.9,8.533,NA,14.433,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",32,5.1,9,NA,14.1,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",78,5,7.266,NA,12.266,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",68,4.3,8.533,NA,12.833,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",9,5.2,9.4,NA,14.6,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","final","Munich, Germany","FX",4,5.9,8.4,NA,14.3,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",1,5.9,8.6,NA,14.5,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","FX",5,5.2,9.3,NA,14.5,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","HB",36,4.4,8.866,NA,13.266,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","HB",20,4.4,8.266,NA,12.666,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",39,5,8.633,NA,13.633,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","PB",19,5,8.733,NA,13.733,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",20,5.2,8.366,NA,13.566,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","PH",13,5.2,8.166,NA,13.366,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","SR",68,4.3,8.533,NA,12.833,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",26,5.2,9.2,0.1,14.3,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","VT",5,5.2,9.3,NA,14.5,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",12,5.2,9.3,0.1,14.4,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","final","Baku, Azerbaijan","FX",4,5.4,8.033,NA,13.433,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","qual","Baku, Azerbaijan","FX",4,5.7,8.266,NA,13.966,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PH",23,5.4,7.6,NA,13,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","final","Baku, Azerbaijan","VT",5,5.2,9.466,NA,14.666,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",5,5.2,9.533,NA,14.733,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","final","Baku, Azerbaijan","VT",5,4.8,9.333,NA,14.133,"bartolini_nicola","Nicola Bartolini"
"bartolini","nicola","m","ITA",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",5,4.8,9.266,NA,14.066,"bartolini_nicola","Nicola Bartolini"
"batori","szabolcs","m","HUN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",117,5.1,6.666,NA,11.766,"batori_szabolcs","Szabolcs Batori"
"batori","szabolcs","m","HUN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",84,4.8,8.8,NA,13.6,"batori_szabolcs","Szabolcs Batori"
"batori","szabolcs","m","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","FX",19,5.1,5.7,0,10.8,"batori_szabolcs","Szabolcs Batori"
"batori","szabolcs","m","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","PH",16,4.6,7.75,0,12.35,"batori_szabolcs","Szabolcs Batori"
"batori","szabolcs","m","HUN",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","SR",20,4.5,5.85,0,10.35,"batori_szabolcs","Szabolcs Batori"
"batori","szabolcs","m","HUN",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","FX",22,5.2,7.5,NA,12.7,"batori_szabolcs","Szabolcs Batori"
"batori","szabolcs","m","HUN",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","SR",21,4.6,7.45,NA,12.05,"batori_szabolcs","Szabolcs Batori"
"baumann","christian","m","SUI",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","HB",4,5.2,8.4,0,13.6,"baumann_christian","Christian Baumann"
"baumann","christian","m","SUI",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","HB",2,5.2,8.4,0,13.6,"baumann_christian","Christian Baumann"
"baumann","christian","m","SUI",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","PB",14,5.9,7.35,0,13.25,"baumann_christian","Christian Baumann"
"baumann","christian","m","SUI",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","SR",5,5.2,8.466,0,13.666,"baumann_christian","Christian Baumann"
"baumann","christian","m","SUI",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","SR",7,5.2,8.25,0,13.45,"baumann_christian","Christian Baumann"
"bauyrzhanova","aida","w","KAZ",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",97,4.9,6.166,NA,11.066,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",69,4.5,7.833,NA,12.333,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",97,4.2,7.4,NA,11.6,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",134,3.4,8.366,NA,11.766,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-03-09,"World Cup","qual","Baku, Azerbaijan","BB",9,5.1,7.6,NA,12.7,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-04-27,"World Cup","qual","Cairo, Egypt","BB",10,4.8,7.266,NA,12.066,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-03-01,"World Cup","qual","Doha, Qatar","BB",10,4.8,7.9,NA,12.7,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-03-09,"World Cup","qual","Baku, Azerbaijan","FX",15,4.7,7.5,0.1,12.1,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-04-27,"World Cup","final","Cairo, Egypt","FX",4,4.7,7.833,NA,12.533,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-04-27,"World Cup","qual","Cairo, Egypt","FX",3,4.7,8.033,NA,12.733,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-03-01,"World Cup","qual","Doha, Qatar","FX",15,4.7,7.2,0.4,11.5,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-03-09,"World Cup","qual","Baku, Azerbaijan","UB",24,4.5,6.7,NA,11.2,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-04-27,"World Cup","qual","Cairo, Egypt","UB",26,4.2,6.833,NA,11.033,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bauyrzhanova","aida","w","KAZ",2023-03-01,"World Cup","qual","Doha, Qatar","UB",13,4.3,6.8,NA,11.1,"bauyrzhanova_aida","Aida Bauyrzhanova"
"bechdeju","laura","w","ESP",2021-07-25,"Olympic Games","qual","Tokyo, Japan","BB",45,5,7.666,NA,12.666,"bechdeju_laura","Laura Bechdeju"
"bechdeju","laura","w","ESP",2021-07-25,"Olympic Games","qual","Tokyo, Japan","FX",62,4.8,7.5,NA,12.3,"bechdeju_laura","Laura Bechdeju"
"bechdeju","laura","w","ESP",2021-07-25,"Olympic Games","qual","Tokyo, Japan","UB",56,5.3,7.4,NA,12.7,"bechdeju_laura","Laura Bechdeju"
"bechdeju","laura","w","ESP",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",52,4.6,8.933,NA,13.533,"bechdeju_laura","Laura Bechdeju"
"belak","teja","w","SLO",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",99,5,7.566,NA,12.566,"belak_teja","Teja Belak"
"belak","teja","w","SLO",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",15,4.6,9.066,NA,13.666,"belak_teja","Teja Belak"
"belak","teja","w","SLO",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",117,4,7.6,0.3,11.3,"belak_teja","Teja Belak"
"belak","teja","w","SLO",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",26,NA,NA,NA,NA,"belak_teja","Teja Belak"
"belardelli","arianna","w","ITA",2023-03-09,"World Cup","final","Baku, Azerbaijan","FX",2,5.3,7.8,0.3,12.8,"belardelli_arianna","Arianna Belardelli"
"belardelli","arianna","w","ITA",2023-03-09,"World Cup","qual","Baku, Azerbaijan","FX",7,5.3,7.533,0.4,12.433,"belardelli_arianna","Arianna Belardelli"
"belardelli","arianna","w","ITA",2023-03-09,"World Cup","qual","Baku, Azerbaijan","UB",10,5.1,7.733,NA,12.833,"belardelli_arianna","Arianna Belardelli"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","BB",36,4.1,6.1,0,10.2,"belbin_ellie","Ellie Belbin"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",22,4.3,7.15,0,11.45,"belbin_ellie","Ellie Belbin"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","UB",42,4.1,5.15,0,9.25,"belbin_ellie","Ellie Belbin"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","VT",4,4.2,NA,0,13.25,"belbin_ellie","Ellie Belbin"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",6,4.2,NA,0,13.25,"belbin_ellie","Ellie Belbin"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","VT",4,3.8,NA,0,12.7,"belbin_ellie","Ellie Belbin"
"belbin","ellie","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",6,3.8,NA,0,12.3,"belbin_ellie","Ellie Belbin"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",23,5.6,6.8,0.3,12.1,"bell_clayton","Clayton Bell"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","HB",24,4.6,7,0,11.6,"bell_clayton","Clayton Bell"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","PB",31,4.9,6.05,0,10.95,"bell_clayton","Clayton Bell"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","PH",23,4.6,5.85,0,10.45,"bell_clayton","Clayton Bell"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","SR",21,4.2,8.15,0,12.35,"bell_clayton","Clayton Bell"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",9,4.8,NA,0.3,13.05,"bell_clayton","Clayton Bell"
"bell","clayton","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",9,4.8,NA,0,13.75,"bell_clayton","Clayton Bell"
"benda","alexander","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",55,5.5,7.766,NA,13.266,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",54,5.3,7.8,NA,13.1,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",131,4.7,7.266,NA,11.966,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",73,4.4,7.9,NA,12.3,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",121,4.3,7.4,NA,11.7,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",93,4.8,8.733,NA,13.533,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",33,5.6,7.9,NA,13.5,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","HB",31,5.1,8.266,NA,13.366,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",54,4.7,8.466,NA,13.166,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",66,4.1,8.166,NA,12.266,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","SR",66,4.3,8.566,NA,12.866,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",61,4.8,9,NA,13.8,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",NA,NA,0,NA,NA,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","HB",98,4.8,7.133,NA,11.933,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PB",102,4.8,7.2,NA,12,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",115,3.5,7.533,NA,11.033,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","SR",117,4.3,7.566,NA,11.866,"benda_alexander","Alexander Benda"
"benda","alexander","m","AUT",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",119,4.8,7.666,0.1,12.366,"benda_alexander","Alexander Benda"
"benovic","aurel","m","CRO",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",11,6.1,8.366,0.2,14.266,"benovic_aurel","Aurel Benovic"
"benovic","aurel","m","CRO",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",NA,NA,NA,NA,NA,"benovic_aurel","Aurel Benovic"
"benovic","aurel","m","CRO",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",27,NA,NA,NA,NA,"benovic_aurel","Aurel Benovic"
"benovic","aurel","m","CRO",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",94,6.2,6.133,0.2,12.133,"benovic_aurel","Aurel Benovic"
"benovic","aurel","m","CRO",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",41,6.2,7.333,0.1,13.433,"benovic_aurel","Aurel Benovic"
"benovic","aurel","m","CRO",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","SR",NA,NA,0,NA,NA,"benovic_aurel","Aurel Benovic"
"benovic","aurel","m","CRO",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",97,5.6,8,0.4,13.2,"benovic_aurel","Aurel Benovic"
